/,15,11,17,13,1,5,19,9,3,other
2009,33.333333333333336,16.666666666666668,16.666666666666668,16.666666666666668,0,0,0,0,16.666666666666668,0.0
2010,28.571428571428573,0,28.571428571428573,14.285714285714286,14.285714285714286,14.285714285714286,0,0,0,0.0
2011,50.0,12.5,12.5,12.5,12.5,0,0,0,0,0.0
2012,75.0,8.333333333333334,0,8.333333333333334,8.333333333333334,0,0,0,0,0.0
2013,37.5,0,0,37.5,0,25.0,0,0,0,0.0
2014,33.333333333333336,0,16.666666666666668,0,33.333333333333336,0,0,16.666666666666668,0,0.0
2015,13.333333333333334,26.666666666666668,20.0,6.666666666666667,13.333333333333334,0,13.333333333333334,6.666666666666667,0,0.0
