/,4,24,72,36,88,52,48,28,68,40,other
2009,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,100.0,0.0
2011,0,0,0,0,0,0,0,0,0,0,0
2012,50.0,50.0,0,0,0,0,0,0,0,0,0.0
2013,29.166666666666668,29.166666666666668,20.833333333333332,4.166666666666667,4.166666666666667,8.333333333333334,0,0,4.166666666666667,0,0.0
2014,50.0,8.333333333333334,25.0,8.333333333333334,0,0,0,0,0,8.333333333333334,0.0
2015,20.0,15.0,10.0,5.0,5.0,5.0,10.0,5.0,0,0,25.0
